year,country_txt,city,latitude,longitude,attacktype1_txt
2000,Iraq,Kalar District,34.633333,45.3,Bombing/Explosion
2000,Iraq,Arbil,36.192589,44.004623,Bombing/Explosion
2000,Iraq,Amadiyah,37.0925,43.487222,Armed Assault
2000,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2000,Iraq,Arbil,36.192589,44.004623,Bombing/Explosion
2000,Iraq,Gisew,36.868611,43.784444,Bombing/Explosion
2000,Iraq,Gisew,36.868611,43.784444,Bombing/Explosion
2000,Iraq,Arbil,36.192589,44.004623,Bombing/Explosion
2001,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2001,Iraq,Duhok,36.860813,42.97646,Bombing/Explosion
2001,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2002,Iraq,Sulaymaniyah,35.567009,45.385494,Assassination
2002,Iraq,Khurmal,35.302275,46.035178,Bombing/Explosion
2002,Iraq,Halabjah,35.183333,45.983333,Armed Assault
2002,Iraq,Halabjah,35.183333,45.983333,Bombing/Explosion
2002,Iraq,Halabjah,35.183333,45.983333,Bombing/Explosion
2003,Iraq,Halabjah,35.183333,45.983333,Bombing/Explosion
2003,Iraq,Khurmal,35.302275,46.035178,Bombing/Explosion
2003,Iraq,Najaf,32.000596,44.330818,Bombing/Explosion
2003,Iraq,Baghdad,33.303566,44.371773,Armed Assault
2003,Iraq,Fallujah,33.349159,43.784199,Bombing/Explosion
2003,Iraq,Baghdad,33.303566,44.371773,Armed Assault
2003,Iraq,Baghdad,33.303566,44.371773,Armed Assault
2003,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2003,Iraq,Hadithah,34.160587,42.37254,Bombing/Explosion
2003,Iraq,Baqubah,33.74324,44.623825,Bombing/Explosion
2003,Iraq,Fallujah,33.349159,43.784199,Bombing/Explosion
2003,Iraq,Ramadi,33.420948,43.295662,Bombing/Explosion
2003,Iraq,Abu Ghraib,33.31065,44.038208,Bombing/Explosion
2003,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2003,Iraq,Hadithah,34.160587,42.37254,Assassination
2003,Iraq,Sadiyah,34.125729,45.003342,Bombing/Explosion
2003,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2003,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2003,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2003,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2003,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2003,Iraq,Najaf,32.000596,44.330818,Bombing/Explosion
2003,Iraq,Baqubah,33.74324,44.623825,Bombing/Explosion
2003,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2003,Iraq,Arbil,36.192589,44.004623,Bombing/Explosion
2003,Iraq,Fallujah,33.349159,43.784199,Bombing/Explosion
2003,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2003,Iraq,Tikrit,34.621521,43.668377,Armed Assault
2003,Iraq,Baghdad,33.303566,44.371773,Assassination
2003,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2003,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2003,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2003,Iraq,Mosul,36.354145,43.14357,Bombing/Explosion
2003,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2003,Iraq,Baqubah,33.74324,44.623825,Bombing/Explosion
2003,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2003,Iraq,Fallujah,33.349159,43.784199,Bombing/Explosion
2003,Iraq,Habbaniyah,33.382431,43.587631,Bombing/Explosion
2003,Iraq,Kirkuk,35.45211,44.375465,Bombing/Explosion
2003,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2003,Iraq,Kirkuk,35.45211,44.375465,Bombing/Explosion
2003,Iraq,Kirkuk,35.45211,44.375465,Assassination
2003,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2003,Iraq,Baghdad,33.303566,44.371773,Assassination
2003,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2003,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2003,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2003,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2003,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2003,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2003,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2003,Iraq,Fallujah,33.349159,43.784199,Unknown
2003,Iraq,Unknown,33.773349,45.14945,Bombing/Explosion
2003,Iraq,Mosul,36.354145,43.14357,Bombing/Explosion
2003,Iraq,Kirkuk,35.45211,44.375465,Bombing/Explosion
2003,Iraq,Mosul,36.354145,43.14357,Assassination
2003,Iraq,Basra,30.510054,47.778095,Bombing/Explosion
2003,Iraq,Nasiriyah,31.044371,46.261452,Bombing/Explosion
2003,Iraq,Kirkuk,35.45211,44.375465,Bombing/Explosion
2003,Iraq,Arbil,36.192589,44.004623,Bombing/Explosion
2003,Iraq,Baghdad,33.303566,44.371773,Armed Assault
2003,Iraq,Ramadi,33.420948,43.295662,Bombing/Explosion
2003,Iraq,Baghdad,33.303566,44.371773,Armed Assault
2003,Iraq,Kirkuk,35.45211,44.375465,Bombing/Explosion
2003,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2003,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2003,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2003,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2003,Iraq,Baqubah,33.74324,44.623825,Bombing/Explosion
2003,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2003,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2003,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2003,Iraq,Mosul,36.354145,43.14357,Bombing/Explosion
2003,Iraq,Tikrit,34.621521,43.668377,Armed Assault
2003,Iraq,Rasheed district,33.318766,44.415482,Bombing/Explosion
2003,Iraq,Tikrit,34.621521,43.668377,Armed Assault
2003,Iraq,Riga,34.533753,43.483738,Bombing/Explosion
2003,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2003,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2003,Iraq,Mashahidah,33.634773,44.235244,Bombing/Explosion
2003,Iraq,Mosul,36.354145,43.14357,Armed Assault
2003,Iraq,Arbil,36.192589,44.004623,Bombing/Explosion
2003,Iraq,Mosul,36.354145,43.14357,Assassination
2003,Iraq,Ramadi,33.420948,43.295662,Armed Assault
2003,Iraq,Karbala,32.604393,44.007145,Bombing/Explosion
2003,Iraq,Karbala,32.604393,44.007145,Bombing/Explosion
2003,Iraq,Karbala,32.604393,44.007145,Bombing/Explosion
2003,Iraq,Karbala,32.604393,44.007145,Bombing/Explosion
2003,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2003,Iraq,Habbaniyah,33.382431,43.587631,Bombing/Explosion
2003,Iraq,Mosul,36.354145,43.14357,Armed Assault
2003,Iraq,Mosul,36.354145,43.14357,Armed Assault
2003,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2003,Iraq,Fallujah,33.349159,43.784199,Bombing/Explosion
2003,Iraq,Mosul,36.354145,43.14357,Bombing/Explosion
2003,Iraq,Mosul,36.354145,43.14357,Armed Assault
2003,Iraq,Kirkuk,35.45211,44.375465,Armed Assault
2003,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Hostage Taking (Kidnapping)
2004,Iraq,Kirkuk,35.45211,44.375465,Armed Assault
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Fallujah,33.349159,43.784199,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Armed Assault
2004,Iraq,Baqubah,33.74324,44.623825,Bombing/Explosion
2004,Iraq,Fallujah,33.349159,43.784199,Bombing/Explosion
2004,Iraq,Baqubah,33.74324,44.623825,Bombing/Explosion
2004,Iraq,Tikrit,34.621521,43.668377,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Tikrit,34.621521,43.668377,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Samarra,34.208416,43.890713,Bombing/Explosion
2004,Iraq,Karbala,32.604393,44.007145,Armed Assault
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Kirkuk,35.45211,44.375465,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Mosul,36.354145,43.14357,Bombing/Explosion
2004,Iraq,Taza Khurmatu,35.303047,44.329933,Assassination
2004,Iraq,Arbil,36.192589,44.004623,Bombing/Explosion
2004,Iraq,Arbil,36.192589,44.004623,Bombing/Explosion
2004,Iraq,Iskandariyah,32.887157,44.341637,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Armed Assault
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Baqubah,33.74324,44.623825,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Tal Afar,36.376823,42.448875,Bombing/Explosion
2004,Iraq,Samawah,31.300213,45.277092,Bombing/Explosion
2004,Iraq,Samawah,31.300213,45.277092,Bombing/Explosion
2004,Iraq,Hillah,32.469238,44.416637,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Kirkuk,35.45211,44.375465,Bombing/Explosion
2004,Iraq,Karbala,32.604393,44.007145,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Mosul,36.354145,43.14357,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Hillah,32.469238,44.416637,Bombing/Explosion
2004,Iraq,Fallujah,33.349159,43.784199,Armed Assault
2004,Iraq,Habbaniyah,33.382431,43.587631,Bombing/Explosion
2004,Iraq,Nasiriyah,31.044371,46.261452,Hostage Taking (Kidnapping)
2004,Iraq,Baghdad,33.303566,44.371773,Armed Assault
2004,Iraq,Nasiriyah,31.044371,46.261452,Hostage Taking (Kidnapping)
2004,Iraq,Najaf,32.000596,44.330818,Hostage Taking (Kidnapping)
2004,Iraq,Najaf,32.000596,44.330818,Hostage Taking (Kidnapping)
2004,Iraq,Baghdad,33.303566,44.371773,Hostage Taking (Kidnapping)
2004,Iraq,Sab' Al Bor,33.460819,44.157433,Hostage Taking (Kidnapping)
2004,Iraq,Abu Ghraib,33.31065,44.038208,Hostage Taking (Kidnapping)
2004,Iraq,Baghdad,33.303566,44.371773,Hostage Taking (Kidnapping)
2004,Iraq,Baghdad,33.303566,44.371773,Hostage Taking (Kidnapping)
2004,Iraq,Baghdad,33.303566,44.371773,Hostage Taking (Kidnapping)
2004,Iraq,Baghdad,33.303566,44.371773,Assassination
2004,Iraq,Karbala,32.604393,44.007145,Armed Assault
2004,Iraq,Abu Ghraib,33.31065,44.038208,Bombing/Explosion
2004,Iraq,Basra,30.510054,47.778095,Bombing/Explosion
2004,Iraq,Basra,30.510054,47.778095,Bombing/Explosion
2004,Iraq,Basra district,30.5,47.816667,Bombing/Explosion
2004,Iraq,Tikrit,34.621521,43.668377,Bombing/Explosion
2004,Iraq,Diwaniyah,31.98958,44.923775,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Armed Assault
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Hostage Taking (Kidnapping)
2004,Iraq,Musayib,32.777344,44.289352,Hostage Taking (Kidnapping)
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Mosul,36.354145,43.14357,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Mosul,36.354145,43.14357,Armed Assault
2004,Iraq,Mosul,36.354145,43.14357,Armed Assault
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Armed Assault
2004,Iraq,Yusufiyah,33.07835,44.254719,Armed Assault
2004,Iraq,Baghdad,33.303566,44.371773,Armed Assault
2004,Iraq,Baghdad,33.303566,44.371773,Armed Assault
2004,Iraq,Baghdad,33.303566,44.371773,Armed Assault
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Nasiriyah,31.044371,46.261452,Armed Assault
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Nasiriyah,31.044371,46.261452,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Assassination
2004,Iraq,Baghdad,33.303566,44.371773,Armed Assault
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Musayib,32.777344,44.289352,Bombing/Explosion
2004,Iraq,Mosul,36.354145,43.14357,Bombing/Explosion
2004,Iraq,Baquba,33.79477,44.599747,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Kut,32.533287,45.829453,Armed Assault
2004,Iraq,Najaf,32.000596,44.330818,Facility/Infrastructure Attack
2004,Iraq,Baghdad,33.303566,44.371773,Armed Assault
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Assassination
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Basra,30.510054,47.778095,Bombing/Explosion
2004,Iraq,Kirkuk,35.45211,44.375465,Armed Assault
2004,Iraq,Ramadi,33.420948,43.295662,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Balad,34.010471,44.148235,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Samarra,34.208416,43.890713,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Fallujah,33.349159,43.784199,Hostage Taking (Kidnapping)
2004,Iraq,Mosul,36.354145,43.14357,Assassination
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Mosul,36.354145,43.14357,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Baqubah,33.74324,44.623825,Armed Assault
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Baqubah,33.74324,44.623825,Bombing/Explosion
2004,Iraq,Baqubah,33.74324,44.623825,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Armed Assault
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Latifiyah,32.982933,44.361595,Bombing/Explosion
2004,Iraq,Khalis,33.848618,44.522125,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Hostage Taking (Kidnapping)
2004,Iraq,Samarra,34.208416,43.890713,Bombing/Explosion
2004,Iraq,Mosul,36.354145,43.14357,Hostage Taking (Kidnapping)
2004,Iraq,Kirkuk,35.45211,44.375465,Bombing/Explosion
2004,Iraq,Baiji,34.92485,43.491413,Bombing/Explosion
2004,Iraq,Ramadi,33.420948,43.295662,Unknown
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Baiji,34.92485,43.491413,Assassination
2004,Iraq,Hadithah,34.160587,42.37254,Bombing/Explosion
2004,Iraq,Karbala,32.604393,44.007145,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Assassination
2004,Iraq,Mahmudiyah,33.057991,44.354839,Bombing/Explosion
2004,Iraq,Iskandariyah,32.887157,44.341637,Assassination
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Salamiyah,36.144398,43.310085,Bombing/Explosion
2004,Iraq,Tal Afar,36.376823,42.448875,Assassination
2004,Iraq,Basra,30.510054,47.778095,Assassination
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Ramadi,33.420948,43.295662,Bombing/Explosion
2004,Iraq,Kirkuk,35.45211,44.375465,Bombing/Explosion
2004,Iraq,Mosul,36.354145,43.14357,Assassination
2004,Iraq,Baghdad,33.303566,44.371773,Hostage Taking (Kidnapping)
2004,Iraq,Baghdad,33.303566,44.371773,Assassination
2004,Iraq,Mosul,36.354145,43.14357,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Hostage Taking (Kidnapping)
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Baqubah,33.74324,44.623825,Bombing/Explosion
2004,Iraq,Ramadi,33.420948,43.295662,Hostage Taking (Kidnapping)
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Mosul,36.354145,43.14357,Bombing/Explosion
2004,Iraq,Mosul,36.354145,43.14357,Bombing/Explosion
2004,Iraq,Mosul,36.354145,43.14357,Hostage Taking (Kidnapping)
2004,Iraq,Basra,30.510054,47.778095,Armed Assault
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Kirkuk,35.45211,44.375465,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Assassination
2004,Iraq,Najaf,32.000596,44.330818,Hostage Taking (Kidnapping)
2004,Iraq,Baghdad,33.303566,44.371773,Hostage Taking (Kidnapping)
2004,Iraq,Basra,30.510054,47.778095,Hostage Taking (Kidnapping)
2004,Iraq,Nasiriyah,31.044371,46.261452,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Kufa,32.032916,44.399648,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Hostage Taking (Kidnapping)
2004,Iraq,Baghdad,33.303566,44.371773,Facility/Infrastructure Attack
2004,Iraq,Baghdad,33.303566,44.371773,Armed Assault
2004,Iraq,Riyadh,35.272076,43.915043,Bombing/Explosion
2004,Iraq,Kirkuk,35.45211,44.375465,Bombing/Explosion
2004,Iraq,Saqlawiah,33.397812,43.706276,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Hostage Taking (Kidnapping)
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Abu Ghraib,33.31065,44.038208,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Baiji,34.92485,43.491413,Facility/Infrastructure Attack
2004,Iraq,Baghdad,33.303566,44.371773,Hostage Taking (Kidnapping)
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Kirkuk,35.45211,44.375465,Bombing/Explosion
2004,Iraq,Latifiyah,32.982933,44.361595,Armed Assault
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Facility/Infrastructure Attack
2004,Iraq,Najaf,32.000596,44.330818,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Hostage Taking (Kidnapping)
2004,Iraq,Baghdad,33.303566,44.371773,Hostage Taking (Kidnapping)
2004,Iraq,Qaim,34.363503,41.115997,Hostage Taking (Kidnapping)
2004,Iraq,Baghdad,33.303566,44.371773,Armed Assault
2004,Iraq,Karma,33.403057,43.911865,Bombing/Explosion
2004,Iraq,Abu Ghraib,33.31065,44.038208,Bombing/Explosion
2004,Iraq,Tal Afar,36.376823,42.448875,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Assassination
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Anah,34.367733,41.985275,Bombing/Explosion
2004,Iraq,Ramadi,33.420948,43.295662,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Mosul,36.354145,43.14357,Bombing/Explosion
2004,Iraq,Mahawil,32.654751,44.408989,Bombing/Explosion
2004,Iraq,Khan Dari,33.31065,44.038208,Bombing/Explosion
2004,Iraq,Mosul,36.354145,43.14357,Assassination
2004,Iraq,Baqubah,33.74324,44.623825,Assassination
2004,Iraq,Baghdad,33.303566,44.371773,Armed Assault
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Kirkuk,35.45211,44.375465,Assassination
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Latifiyah,32.982933,44.361595,Armed Assault
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Mosul,36.354145,43.14357,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Hostage Taking (Kidnapping)
2004,Iraq,Baghdad,33.303566,44.371773,Hostage Taking (Kidnapping)
2004,Iraq,Mashahidah,33.634773,44.235244,Bombing/Explosion
2004,Iraq,Baiji,34.92485,43.491413,Bombing/Explosion
2004,Iraq,Samarra,34.208416,43.890713,Bombing/Explosion
2004,Iraq,Latifiyah,32.982933,44.361595,Bombing/Explosion
2004,Iraq,Al-Baghdadi,33.864799,42.536385,Bombing/Explosion
2004,Iraq,Ishaqi,34.023571,44.031361,Bombing/Explosion
2004,Iraq,Mandali,33.744999,45.545616,Armed Assault
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Mosul,36.354145,43.14357,Hostage Taking (Kidnapping)
2004,Iraq,Karbala,32.604393,44.007145,Assassination
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Mosul,36.354145,43.14357,Bombing/Explosion
2004,Iraq,Mosul,36.354145,43.14357,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Hostage Taking (Kidnapping)
2004,Iraq,Baghdad,33.303566,44.371773,Armed Assault
2004,Iraq,Hillah,32.469238,44.416637,Hostage Taking (Kidnapping)
2004,Iraq,Balad,34.010471,44.148235,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Hostage Taking (Kidnapping)
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Tikrit,34.621521,43.668377,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Assassination
2004,Iraq,Tikrit,34.621521,43.668377,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Hostage Taking (Kidnapping)
2004,Iraq,Mosul,36.354145,43.14357,Hostage Taking (Kidnapping)
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Hostage Taking (Kidnapping)
2004,Iraq,Dujail,33.835629,44.247406,Bombing/Explosion
2004,Iraq,Samarra,34.208416,43.890713,Bombing/Explosion
2004,Iraq,Samarra,34.208416,43.890713,Bombing/Explosion
2004,Iraq,Zubair,30.383333,47.7,Bombing/Explosion
2004,Iraq,Hadithah,34.160587,42.37254,Armed Assault
2004,Iraq,Haqlaniyah,34.085258,42.360344,Assassination
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Buhriz,33.716995,44.679516,Armed Assault
2004,Iraq,Baqubah,33.74324,44.623825,Armed Assault
2004,Iraq,Kirkuk,35.45211,44.375465,Assassination
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Hostage Taking (Kidnapping)
2004,Iraq,Mosul,36.354145,43.14357,Assassination
2004,Iraq,Al-Sarai,35.466667,44.316667,Bombing/Explosion
2004,Iraq,Riyadh,35.272076,43.915043,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Mosul,36.354145,43.14357,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Baghdad,33.318595,44.513997,Bombing/Explosion
2004,Iraq,Ramadi,33.420948,43.295662,Armed Assault
2004,Iraq,Mosul,36.354145,43.14357,Assassination
2004,Iraq,Baghdad,33.303566,44.371773,Assassination
2004,Iraq,Samarra,34.208416,43.890713,Bombing/Explosion
2004,Iraq,Samarra,34.208416,43.890713,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Al-Baghdadi,33.864799,42.536385,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Latifiyah,32.982933,44.361595,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Facility/Infrastructure Attack
2004,Iraq,Tikrit,34.621521,43.668377,Armed Assault
2004,Iraq,Baiji,34.92485,43.491413,Armed Assault
2004,Iraq,Baiji,34.92485,43.491413,Hostage Taking (Kidnapping)
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Ramadi,33.420948,43.295662,Hostage Taking (Kidnapping)
2004,Iraq,Karbala,32.604393,44.007145,Bombing/Explosion
2004,Iraq,Baghdad,33.303566,44.371773,Bombing/Explosion
2004,Iraq,Mosul,36.354145,43.14357,Armed Assault
2004,Iraq,Baghdad,33.303566,44.371773,Assassination
2004,Iraq,Najaf,32.000596,44.330818,Bombing/Explosion
2004,Iraq,Fathah,35.064873,43.551613,Facility/Infrastructure Attack
2004,Iraq,Mosul,36.354145,43.14357,Bombing/Explosion
